book_id,title,author,isbn,category,language,publisher,published_year,shelf_location,is_available,status,copies
947,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C3,Yes,Damaged,8
948,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C1,Yes,Damaged,2
949,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A2,No,Damaged,2
950,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E8,No,Active,10
951,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D10,Yes,Active,3
952,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B3,No,Lost,7
953,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E9,Yes,Active,1
954,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C4,No,Damaged,5
955,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E1,Yes,Active,4
956,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E5,Yes,Damaged,5
957,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A6,No,Lost,10
958,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E8,Yes,Lost,5
959,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B4,No,Active,2
960,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A2,Yes,Damaged,2
961,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E2,Yes,Damaged,6
962,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E6,Yes,Active,7
963,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B2,Yes,Active,3
964,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Lost,9
965,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E8,Yes,Active,8
966,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B2,No,Lost,10
967,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B2,Yes,Active,2
968,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,Yes,Lost,9
969,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D4,No,Active,5
970,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E9,Yes,Damaged,1
971,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D10,Yes,Lost,7
972,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A10,Yes,Lost,4
973,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D10,Yes,Lost,4
974,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E10,Yes,Lost,4
975,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D8,Yes,Active,8
976,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C9,No,Damaged,5
977,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E5,No,Active,5
978,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C4,Yes,Active,6
979,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D1,Yes,Active,4
980,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B3,No,Active,8
981,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,No,Lost,7
982,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A10,No,Lost,1
983,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D3,No,Lost,3
984,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B4,Yes,Active,7
985,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C5,Yes,Damaged,3
986,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E4,Yes,Damaged,3
987,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D1,Yes,Active,2
988,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D8,No,Active,9
989,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B8,No,Active,2
990,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D5,Yes,Active,1
991,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A8,Yes,Damaged,9
992,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E9,No,Active,4
993,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C10,No,Lost,4
994,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A1,Yes,Active,6
995,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B1,No,Active,7
996,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C10,Yes,Damaged,1
997,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C7,No,Lost,2
998,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D5,Yes,Damaged,6
999,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A10,Yes,Lost,3
1000,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,Yes,Lost,2
